title,description,description_bottom,category
"Acer SA240Y Bbmipux 23.8"" Full HD (1920 x 1080) IPS Ultra-Slim Edge-to-Edge Monitor with AMD Radeon FreeSync Technology, 1ms VRB, (USB 3.1 Type-C Port, Display Port & HDMI Port), Black","About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) Response Time: 1ms VRB | Refersh Rate: 75Hz - Using Display Port or HDMI Port | Brightness: 250nits Elegant Ultra-Thin Zero Frame Design: Provides maximum visibility of the screen from edge-to-edge! USB Type-C Port: 1 x USB 3.1 (Type-C) port: Supporting Data, Power (15W) and DisplayPort over USB-C | Video Ports: 1 x Display Port & 1 x HDMI Includes HDMI Cable and USB Type-C Cable","Acer SA240Y 23.8-inch monitor has an amazing thin enclosure with a frameless bezel. Through AMD Radeon FreeSync technology, the frame rate is determined by your graphics card, not the fixed refresh rate of the monitor, giving you a serious competitive edge. The 1920 x 1080 Full HD resolution with an incredible 100,000,000:1 contrast ratio lets you enjoy High-Definition entertainment in the comfort of your home. Enjoy the accurate color performance presented by IPS technology, and vivid color in every viewing angle. The eye protect technology also gives you a comfortable viewing experience while Energy Star compliance helps you save money and energy. (UM.QS0AA.B03)",monitors
"Acer HA270 Abi 27"" 16:9 FreeSync IPS Gaming Monitor (Renewed)","About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) VGA | HDMI Inputs 1920 x 1080 Full HD Resolution 100,000,000:1 Dynamic Contrast Ratio 4 ms Response Time (GtG) 178°/178° Viewing Angles",,monitors
"Acer Nitro VG280K bmiipx 28"" UHD (3840 x 2160) IPS Gaming Monitor with AMD FreeSync Technology, 4ms, 100% sRGB, DCI-P3 90%, HDR10 Technology (1 x Display Port and 2 x HDMI 2.0)","About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) 28"" UHD (3840 x 2160) Widescreen IPS Zero Frame Monitor with AMD FreeSync Technology Color Saturation: DCI-P3 90% | 100% sRGB | Supports HDR10 Format | 1.07 Billion Colors Pixrl Pitch: 0.16mm | Brightness: 300 cd/m2 | 4ms | 60Hz Refresh Rate Ergonomic Tilt: -5° to 20° | 2 Speakers, 2 Watts Per Speaker Ports: 1 x Display Port and 2 x HDMI 2.0 (HDMI Cable Included)","In competitive gaming, every frame matters. Introducing Acer's VG280K gaming monitor - the UHD (3840 x 2160) resolution monitor that can keep up with your game play. Through AMD Radeon technology, the game’s frame rate is determined by your graphics card, not the fixed refresh rate of the monitor, giving you a serious competitive edge. Plus, users can enjoy comfortable viewing experience while gaming via flicker-less, low dimming and ComfyView display. The design saves space on your desk and lets you place multiple monitors side by side to build a seamless big-screen display. (UM.PV0AA.001)",monitors
"Acer Predator XB253Q Gpbmiiprzx 24.5"" FHD (1920 x 1080) IPS NVIDIA G-SYNC Compatible Gaming Monitor, VESA Certified DisplayHDR400, Up to 0.9ms (G to G), 144Hz, 99% sRGB (1 x Display Port & 2 x HDMI)","About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) 24.5"" FHD (1920 x 1080) Widescreen NVIDIA G-SYNC compatible - Tear Free Gaming - Zero Frame Design Display Refresh Rate: 144Hz | Response Time: 2ms (G to G) - Up to 0.9ms (G to G) High Brightness and Contrast with VESA Certified DisplayHDR 400 Ergonomic Tilt: -5° to 25° | Height Adjustment Range: 4.7"" | Swivel: +/-20° | Pivot: +/-90° Ports: 1 x Display Port, 2 x HDMI 2.0, 1 x Audio-out & 4 x USB 3.0 Ports (Display Port, HDMI & USB Cable Included)","Fasten your seatbelt: The Predator XB253Q Full HD display with 1920 x 1080 resolution is all about no compromises on gaming performance, color or speed. This 24.5-inch (1920 x 1080) monitor combines jaw dropping specs including an IPS panel that supports blazing-fast 144Hz refresh rate. This G-SYNC Compatible monitor takes gameplay to the next level of smooth. Unleash gaming’s maximum potential to provide richer colors far beyond what has been previously possible. Experience something new. (UM.KX3AA.P03)",monitors
"Acer ED320QR Sbiipx 31.5"" 1800R Curved Full HD (1920 x 1080) Monitor // 165Hz Refresh Rate / 1ms Response Time/Contrast Ratio: 4,000:1 / AMD Radeon FreeSync (Display Port & 2 x HDMI Ports)","About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) Maximum Resolution: (Full HD)1920 x 1080@165 Hz Brightness: 300 cd/m² Tearing Prevention Technology: AMD Free-Sync",,monitors
"Acer R271 bid 27-inch IPS Full HD (1920 x 1080) Display (VGA, DVI & HDMI Ports),Black","About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) 27"" Full HD IPS Widescreen with 1920 x 1080 resolution Response Time: 4ms Pixel Pitch: 0.311mm Signal Inputs: 1 x HDMI, 1 x DVI (w/HDCP) & 1 x VGA Brightness is 250 nit; Standby Power Consumption: 450 mW","The Acer R271 bid 27"" wide viewing IPS display shows every detail clearly and vivid without color difference from any viewing angle. Its zero frame design puts no boundary on your visual enjoyment while the brushed hairline finish stand matches any environment. Do not place this product on an unstable cart, stand or table. If the product falls, it could be seriously damage",monitors
Acer KA272U biipx 27” WQHD 2560 x 1440 IPS Zero-Frame Monitor with 75Hz Refresh Rate and AMD Radeon FreeSync Technology (Display Port & 2 x HDMI 1.4 Ports) Black,"About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) Response Time: 1ms VRB Zero Frame Design","In competitive gaming, every frame matters. Introducing Acer's KA272U gaming monitor - the WQHD resolution monitor that can keep up with your game play. Through AMD Radeon FreeSync technology, the game’s frame rate is determined by your graphics card, not the fixed refresh rate of the monitor, giving you a serious competitive edge. Plus, users can enjoy comfortable viewing experience while gaming via flicker-less and low dimming display. The design saves space on your desk and lets you place multiple monitors side by side to build a seamless big-screen display. (UM.HX2AA.004)",monitors
"Acer Gaming Monitor 23.6” Curved ED242QR Abidpx 1920 x 1080 144Hz Refresh Rate AMD FREESYNC Technology (Display Port, HDMI & DVI Ports),Black","About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) 23.6"" Full HD (1920 x 1080) Curved Widescreen VA Display with AMD FreeSync Technology 144Hz Refresh Rate- Using Display Port Response Time: 4ms, Pixel Pitch: 0.27156mm. Brightness - 250 Nit Ports: 1 x Display Port, 1 x HDMI & 1 x DVI (w/HDCP) Display Port Cable included","Acer's 23. 6-inch curved panel monitor with Full HD 1080p resolution delivers the incredible. Crisp, true-to-life colors come alive with the amazing 1920 x 1080 resolution, allowing you to enjoy High-Definition entertainment in the comfort of your home. The wide view angle technology lets you share what's on your screen with friends and family as colors stay true no matter what angle you're viewing from. AMD FreeSync technology and a rapid response time ensure your games, work and movies are smooth and look as epic as possible. (UM. UE2AA. A01). Using OSD, adjust brightness and contrast to maximum or reset to their default settings",monitors
"Acer ET322QK wmiipx 31.5"" Ultra HD 4K2K (3840 x 2160) VA Monitor with AMD FREESYNC Technology (Display Port 1.2 & 2 - HDMI 2.0 Ports),Black","About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) 31. 5"" UltraHD 4K2K (3840 x 2160) Widescreen VA Display with AMD Free Sync Technology HDR Ready, sRGB & 6-Axis Color Adjustment Refresh Rate: 60Hz Response Time: 4ms Ports: 1 x Display Port (1. 2) & 2 x HDMI 2. 0 60 hertz",,monitors
"Acer G276HL Kbix 27"" Full HD (1920 x 1080) VA Zero Frame Monitor (HDMI & VGA Ports)","About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) 27"" full HD (1920 x 1080) widescreen VA monitor Response time: 4ms. Pixel Pitch: 0.311 millimeter Vesa mount standard is 100 x 100 Signal inputs: 1 x HDMI & 1 x VGA. VGA cable included Panel technology is vertical alignment. Color supported is 16.7 million colors and brightness is 300 nit. Standard Refresh Rate:60 Hz","Acer G276HL monitor sports a super-slim profile with an X-shaped stand that lets it fit nicely in spaces of any size. Outstanding performance, eco-friendliness and smart use of energy complement the sleek design - all while staying well within budget. This Acer monitor showcases a 27"" Widescreen LCD with impressive 1920 x 1080 resolution that delivers excellent detail, making it perfect for widescreen HD gaming, multimedia and productivity applications. Enjoy widely available 16:9 HD digital content without image distortion on the expansive widescreen LCD. The remarkable 100 Million:1 contrast ratio ensures a crystal-clear viewing experience while rapid 5ms response time keeps moving images sharp. It also supports both VGA & HDMI inputs offering greater compatibility. The Acer G276HL LCD brings an amazing multimedia experience to your home with a widescreen cinematic view and a unique fighter pilot style. Troubleshoot-if no picture using osd adjust brightness and contrast to maximum or reset to their default settings. Standby Power Consumption - 490 mW",monitors
"Acer PM161Q bu Portable Monitor 15.6"" Full HD (1920 x 1080) (USB Type-C for Video/Power & Micro USB for Supplemental Power),Black","About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) 15. 6"" Full HD (1920 x 1080) widescreen IPS display Portable and versatile design Response time: 7ms (g to G) Just 2. 1 lbs and only 0. 79"" Thin Ports: USB Type-C for video* & Micro USB port for power charging (USB Type-C cable & Micro USB cable included) *To display video signal via Type-C, the source device needs to support DP-Alt mode. USB Type-C video is only compatible with devices like smart phones and laptops that support USB Type-C video output. Brightness: 250 cd/m²",,monitors
"Acer R221Q Bbix 21.5"" Full HD (1920 x 1080) IPS Ultra-Thin Edge-to-Edge Zero-Frame Monitor with AMD FreeSync Technology, 1ms VRB, (HDMI & VGA Ports)","About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) 21.5"" Full HD (1920 x 1080) Widescreen IPS Display with AMD FreeSync Technology Response Time: 1ms VRB | Refresh Rate: 75Hz - Using HDMI Port | Brightness: 250nits Elegant Ultra-Thin Zero Frame Design: Provides maximum visibility of the screen from edge-to-edge! Ergonomic Tilt: -5° to 15° Ports: 1 x HDMI & 1 x VGA (includes VGA Cable)","The Acer R Series 21.5"" wide viewing IPS display shows every detail clearly and vivid without color difference from any viewing angle. Its zero frame design puts no boundary on your visual enjoyment while the brushed hairline finish stand matches any environment. Through AMD Radeon FreeSync technology, the game’s frame rate is determined by your graphics card, not the fixed refresh rate of the monitor, giving you a serious competitive edge. With Full HD resolution and superior 100 Million:1 contrast ratio you get detailed imagery for viewing photos, browsing the web and also makes viewing documents side by side easy. It also supports HDMI and VGA inputs so you can easily power and extend the enjoyment from your smartphone or tablet on Full HD display. (UM.WR1AA.B01)",monitors
"Acer Predator X34 GSbmiipphuzx 1900R Curved 34"" UltraWide QHD 3440 x 1440 Gaming Monitor | NVIDIA G-SYNC | Agile Splendor IPS | Up to 180Hz | DCI-P3 98% | DisplayHDR 400 | 2 x DP, 2 x HDMI, USB Type-C","About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) 34"" UltraWide QHD (3440 x 1440) Widescreen Agile-Splendor IPS NVIDIA G-SYNC Compatible Display | 1900R Curved Display with 21:9 Aspect Ratio ZeroFrame Design | Up to 180Hz Refresh Rate | Response Time: 1ms (G to G) - Up to 0.5ms (G to G) High Brightness and Contrast with VESA Certified DisplayHDR 400 | DCI-P3 98% Wide Color Gamut | Delta E<2 Predator GameView with 8 modes | 2 Speakers, 7 Watts Per Speaker Ports: 1 x USB 3.1 Type-C, 1 x Display Port 1.4, 2 x HDMI v2.0, Audio Out & 4 x USB 3.0 Ports (HDMI, Display Port and USB Cables included)","Brace yourself! The Predator X34 brings a whole new meaning to the word epic. Infused with up to 180Hz refresh speed, life-mimicking HDR and a design rippling with futuristic elements--the Predator X34 transports you to a new realm of 21:9 immersion! Enjoy a battlefield vantage point that puts you in the driver's seat of gaming brilliance. This G-SYNC Compatible monitor takes gameplay to the next level of smooth. Enjoy exceptional color purity and more realistic natural images thanks to an expanded contrast ratio and color palette using VESA Certificated DisplayHDR 400--all housed in a ZeroFrame design that makes for a near-seamless look! (UM.CX0AA.S01)",monitors
